Status,Campaign ID,Program,Domain,Payout,Type,Deeplink allowed,Affiliate link
Pre-approved (open),4309,Best Choice Products,bestchoiceproducts.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbestchoiceproducts.com%2F
Pre-approved (open),11572,Bestandless,bestandless.com.au,1.58%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bestandless.com.au
Pre-approved (open),47885,Betckey,betckey.com,9%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbetckey.com%2Fcollections%2Fdymo
Pre-approved (open),1918,Bewakoof,bewakoof.com,11.55%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bewakoof.com%2F
Pre-approved (open),2172,Biba,biba.in,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.biba.in
Pre-approved (open),11174,Big Muscles,bigmusclesnutrition.com,3%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bigmusclesnutrition.com%2F
Pre-approved (open),47913,Big Wall Decor (US),bigwalldecor.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbigwalldecor.com%2F
Pre-approved (open),22447,Bigbatbox,bigbatbox.com,10.69%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bigbatbox.com%2F
Pre-approved (open),27868,Bigcashweb,bigcashweb.com,10.5 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bigcashweb.com
Pre-approved (open),37401,BigJoe,buybigjoe.com,2.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbuybigjoe.com%2F
Pre-approved (open),18,BigRock,bigrock.in,35.63%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bigrock.in
Pre-approved (open),36210,BILL,bill.com,1296.81 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bill.com%2F
Pre-approved (open),27775,BINGE Movies & TV,trybinge.tv,427.5 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Ftrybinge.tv%2F
Pre-approved (open),25731,"BIQU Technology Co., Ltd.",biqu.equipment,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.biqu.equipment
Pre-approved (open),3965,Birdsnest,birdsnest.com.au,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.birdsnest.com.au%2F
Pre-approved (open),47951,BISSELL UK,bissell.co.uk,2.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bissell.co.uk%2F
Pre-approved (open),78710,Bitscale,bitscale.ai,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbitscale.ai%2F
Pre-approved (open),27281,BKWAT,bkwat.com,18%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbkwat.com
Pre-approved (open),39896,Bla Bli Blu,blabliblulife.com,9.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fblabliblulife.com%2F
Pre-approved (open),6484,BLACK+DECKER,blackanddecker.com,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.blackanddecker.com%2F
Pre-approved (open),2445,blackberrys,blackberrys.com,9%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.blackberrys.com
Pre-approved (open),6485,BlindsExpress.com,blindsexpress.com,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.blindsexpress.com%2F
Pre-approved (open),4902,Blinkist,blinkist.com,11.25%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.blinkist.com%2Fpricing%2Fpromo%2Fkeeplearning-affiliates40-2026%3Fafsrc%3D1
Pre-approved (open),12096,Blinq,blinq.me,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fblinq.me%2F
Pre-approved (open),2692,Bliss World,blissworld.com,2.25%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.blissworld.com%2F
Pre-approved (open),27458,Blokees,blokees.com,4.27%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fblokees.com%2F
Pre-approved (open),9493,Bloomeroo,bloomeroo.com.au,5.4%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bloomeroo.com.au%2F
Pre-approved (open),25558,"Bloomist, Inc",bloomist.com,4.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbloomist.com
Pre-approved (open),15729,BloomsyBox,bloomsybox.com,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bloomsybox.com%2F
Pre-approved (open),2880,Bluebella,bluebella.us,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bluebella.us
Pre-approved (open),6117,Bluebella - AU,bluebella.com.au,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bluebella.com.au%2F
Pre-approved (open),2523,bluehost,bluehost.com,49.88%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bluehost.com%2F
Pre-approved (open),7254,Bluetti - AU,bluettipower.com.au,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bluettipower.com.au%2F
Pre-approved (open),8608,Bluetti - US,bluettipower.com,2.63%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bluettipower.com%2F
Pre-approved (open),9594,Bluetti DE,bluettipower.eu,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fde.bluettipower.eu%2F
Pre-approved (open),4232,Boat,boat-lifestyle.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.boat-lifestyle.com%2F
Pre-approved (open),57531,BOB Card Etihad,bobcard.in,1350 INR,CPL,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fetihadguest.bobcard.in%2F
Pre-approved (open),5921,Boden DE,boden.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Feu.boden.com%2Fde-at
Pre-approved (open),5623,Bodily US,itsbodily.com,6.54%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fitsbodily.com%2F
Pre-approved (open),21343,Bodyjewelry,bodyjewelry.com,11.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bodyjewelry.com
Pre-approved (open),33471,Boggbag,boggbag.com,1.58%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.boggbag.com
Pre-approved (open),21686,Bogs Footwear Australia,bogsfootwear.com.au,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bogsfootwear.com.au%2Fshop%2Findex.html
Pre-approved (open),587,Bogs Footwear Canada,bogsfootwear.ca,3.75%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bogsfootwear.ca%2Fshop%2Findex.html
Pre-approved (open),76498,Boldfit,boldfit.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.boldfit.com%2F
Pre-approved (open),5088,Bona Fide Masks,bonafidemasks.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbonafidemasks.com%2F
Pre-approved (open),33700,Bondi Sands Australia,bondisands.com.au,5.7%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbondisands.com.au%2F
Pre-approved (open),74157,Bondoxhair,bondoxhair.com,8.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bondoxhair.com
Pre-approved (open),5275,BONHEUR JEWELRY,bonheurjewelry.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bonheurjewelry.com
Pre-approved (open),58272,Bonjour,bonjourretail.com,4.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bonjourretail.com%2F
Pre-approved (open),48038,Bonne et Filou,BonneEtFilou.com,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2FBonneEtFilou.com
Pre-approved (open),40584,Bookchor,bookchor.com,9%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bookchor.com%2F
Pre-approved (open),7207,BookMap,bookmap.com,6419.21 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbookmap.com%2F
Pre-approved (open),8120,Books2door,books2door.com,4.2%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.books2door.com%2F
Pre-approved (open),38072,Borderfreehealth,borderfreehealth.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.borderfreehealth.com
Pre-approved (open),7283,Borrowell,borrowell.com,5.4%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fborrowell.com%2Ffree-credit-score
Pre-approved (open),6599,BougeRV,bougerv.com,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bougerv.com%2F
Pre-approved (open),21646,Bowers & Wilkins,bowerswilkins.com,6%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=http%3A%2F%2Fwww.bowerswilkins.com%2Fen-us%2F
Pre-approved (open),7881,Bowlero US,bowlero.com,1.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bowlero.com%2F
Pre-approved (open),12155,Brand24,brand24.com,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbrand24.com%2F
Pre-approved (open),12222,Braun Germany,braun.de,4.27%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fshop.braun.de%2F
Pre-approved (open),7855,Brevo,brevo.com,324.2 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.brevo.com%2F
Pre-approved (open),48116,brickzonehub,brickzonehub.co.uk,2.63%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbrickzonehub.co.uk%2F
Pre-approved (open),38426,Brightchamps,brightchamps.com,12%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fshop.brightchamps.com%2F
Pre-approved (open),25482,Brightdata,brightdata.com,37.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbrightdata.com%2F
Pre-approved (open),4863,Brillare,brillare.co.in,21%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.brillare.co.in%2F
Pre-approved (open),15158,Briogeohair,briogeohair.com,2.14%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.briogeohair.com%2F
Pre-approved (open),40506,Broomees,broomees.com,285 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbroomees.com%2F
Pre-approved (open),9037,Brother-usa,brother-usa.com,3%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.brother-usa.com%2F
Pre-approved (open),30270,Browse AI,browse.ai,13.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.browse.ai
Pre-approved (open),80492,Bubble Me,bubbleme.in,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbubbleme.in%2F
Pre-approved (open),55694,Buckle Scrunchies,shoprestatement.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fshoprestatement.com%2F
Pre-approved (open),4948,Buddha Stones,buddhastoneshop.com,5.7%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbuddhastoneshop.com%2F
Pre-approved (open),6034,Budgetpetworld,budgetpetworld.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.budgetpetworld.com
Pre-approved (open),8205,Buffy,buffy.co,15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.buffy.co
Pre-approved (open),40778,Buggati,bugattishoes.in,5.25 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbugattishoes.in%2F
Pre-approved (open),19689,Bully Beds,bullybeds.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbullybeds.com
Pre-approved (open),35579,Buyindusvalley,buyindusvalley.in,20.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.buyindusvalley.in%2F
Pre-approved (open),78711,BuzzRewards,buzzrewardsapp.com,0.75%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fbuzzrewardsapp.com%2F
Pre-approved (open),8896,Byfood,byfood.com,3.68%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.byfood.com%2F
Pre-approved (open),66922,Bytepe,bytepe.com,1.58%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.bytepe.com%2F
Pre-approved (open),8609,C. Paravano,cparavano.com,10.69%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.cparavano.com%2F
Pre-approved (open),58273,Cahoot,cahoot.in,9%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fcahoot.in%2F
Pre-approved (open),31565,Calecim Professional,calecimprofessional.com,14.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fcalecimprofessional.com%2F
Pre-approved (open),40331,Calilio,calilio.com,1.88%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fapp.calilio.com%2F
Pre-approved (open),7696,CaliSuperSoil,calisupersoil.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fcalisupersoil.com%2F
Pre-approved (open),8301,Callaway Golf,callawaygolf.com,1.51%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.callawaygolf.com
Pre-approved (open),8204,Callaway Golf Pre Owned,callawaygolfpreowned.com,1.51%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.callawaygolfpreowned.com
Pre-approved (open),37284,CallHippo,callhippo.com,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fcallhippo.com%2F
Pre-approved (open),25292,Callie,callie.com,3.15%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.callie.com
Pre-approved (open),40984,Callie DE,callie.de,7.8%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.callie.de%2F
Pre-approved (open),37977,Callrail,callrail.com,1621.01 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.callrail.com
Pre-approved (open),37349,Campaign Monitor,campaignmonitor.com,3.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.campaignmonitor.com
Pre-approved (open),9601,Campaigner,campaigner.com,648.41 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Ftry.campaigner.com%2Fpowerful-email-marketing%2F
Pre-approved (open),5589,Campus Shoes,campusshoes.com,11.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.campusshoes.com%2F
Pre-approved (open),3096,Canada Pet Care,canadapetcare.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.canadapetcare.com%2F
Pre-approved (open),6113,Canvas Champ - US,canvaschamp.com,4.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.canvaschamp.com%2F
Pre-approved (open),7276,CapCut,capcut.com,27%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.capcut.com
Pre-approved (open),3713,Caprese Bags,capresebags.com,11.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.capresebags.com%2F
Pre-approved (open),35504,CardCash,cardcash.com,1.05%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.cardcash.com%2F
Pre-approved (open),6617,Carwow UK,carwow.co.uk,71.25 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.carwow.co.uk%2F
Pre-approved (open),78103,Casa Cobre,casacobre.com,18.75%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.casacobre.com%2F
Pre-approved (open),3433,Cashify,cashify.in,525 INR,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.cashify.in%2Fbuy-refurbished-gadgets
Pre-approved (open),5806,Cass Art,cassart.co.uk,1.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.cassart.co.uk%2F
Pre-approved (open),32900,Castlery,castlery.com,2.63%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.castlery.com
Pre-approved (open),29829,Castmagic,castmagic.io,11.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.castmagic.io%2F
Pre-approved (open),6738,Ccleaner,ccleaner.com,21.38%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.ccleaner.com
Pre-approved (open),4922,CDKeys,cdkeys.com,3%,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.cdkeys.com%2F
Pre-approved (open),5976,Cellecor,cellecor.com,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fcellecor.com%2F
Pre-approved (open),48331,Centerline Athletics,centerlineathletics.com,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fcenterlineathletics.com
Pre-approved (open),48344,Cerqular,cerqular.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fcerqular.com%2F
Pre-approved (open),74201,Cerrova,cerrova.com,11.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fcerrova.com%2F
Pre-approved (open),3082,Changi Airport,ishopchangi.com,1.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.ishopchangi.com%2Fen%2Fhome
Pre-approved (open),7386,Charlemange,charlemagne-premium.com,7.13%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fcharlemagne-premium.com%2F
Pre-approved (open),3430,Charles & Keith,charleskeith.in,2.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.charleskeith.in%2Fin
Pre-approved (open),9595,Charlottetilbury UK,charlottetilbury.com,111.39 INR,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.charlottetilbury.com%2Fuk
Pre-approved (open),38040,Cheapflightsfares,cheapflightsfares.com,1.5 INR,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.cheapflightsfares.com
Pre-approved (open),582,CheapOair,cheapoair.com,1621.01 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.cheapoair.com%2F
Pre-approved (open),6118,Check My Body Health United States,checkmybodyhealth.com,5.25%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fcheckmybodyhealth.com%2Fus%2F
Pre-approved (open),5803,Cheekbone Beauty,cheekbonebeauty.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.cheekbonebeauty.com%2F
Pre-approved (open),7558,Chemicloud,chemicloud.com,3242.02 INR,CPS,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fchemicloud.com
Pre-approved (open),5433,Cherley,cherley.com,1.42%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.cherley.com%2F
Pre-approved (open),6817,Chewy,chewy.com,2%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.chewy.com
Pre-approved (open),5815,Chicsew,chicsew.com,5.7%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fchicsew.com%2F
Pre-approved (open),1809,Chumbak,chumbak.com,9%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.chumbak.com%2F
Pre-approved (open),9538,CIMB Credit Card CPL,cimb.com.my,181.55 INR,CPL,No,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.cimb.com.my%2Fen%2Fpersonal%2Fcampaigns%2Fapply-activate-spend-cash-back-involve-asia.html
Pre-approved (open),9576,CIMB PETRONAS Visa Platinum-i Credit Card - CPL,cimb.com.my,0%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fapply.cimb.com.my%2Fccform%2F%3FcardType%3D1-68A0WQ9%26usp%3Dyes
Pre-approved (open),20029,Circledna,circledna.com,6%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.circledna.com
Pre-approved (open),3055,Circles.Life,circles.life,5.7 INR,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.circles.life%2Fsg%2F
Pre-approved (open),5488,Circulon,circulon.com,2.85%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fcirculon.com%2F
Pre-approved (open),6106,Citilink - ID,citilink.co.id,0.52%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fwww.citilink.co.id%2F
Pre-approved (open),78593,Clark - SG,clarks.sg,7.5%,CPS,Yes,https://linksredirect.com/?cid=226556&source=api&url=https%3A%2F%2Fclarks.sg%2F
